Title,Mapped Genres
Out of the Easy,"historical, young adult, historical, fiction, mystery, romance, coming of age"
The War that Saved My Life,"historical, middle grade, fiction, young adult, historical, world war ii, childrens"
Impossible,"young adult, fantasy, romance, fiction, paranormal, teen, magic"
Another Brooklyn,"fiction, historical, audiobook, young adult, coming of age, literary fiction, adult"
Inexcusable,"young adult, realistic fiction, fiction, teen, contemporary, sports, abuse"
The Circle of Blood,"mystery, young adult, crime, teen, thriller, contemporary, suspense"
Monument 14: Sky On Fire,"young adult, dystopia, post apocalyptic, science fiction, survival, apocalyptic, fiction"
We Are Not Free,"historical, young adult, historical, fiction, audiobook, contemporary, world war ii"
Blood Promise,"young adult, fantasy, vampires, paranormal, romance, urban, paranormal"
The It Girl,"young adult, chick lit, contemporary, romance, fiction, high school, teen"
In Deeper Waters,"fantasy, lgbt, romance, young adult, queer, pirates, historical"
Sofi Mendoza's Guide to Getting Lost in Mexico,"young adult, contemporary, realistic fiction, romance, fiction, coming of age, latin american"
The Gunslinger,"fantasy, fiction, horror, science fiction, audiobook, adventure, science fiction"
I Like it Like That,"young adult, chick lit, fiction, contemporary, romance, teen, high school"
Under the Egg,"mystery, middle grade, art, fiction, young adult, childrens, realistic fiction"
Julián at the Wedding,"picture books, lgbt, childrens, queer, realistic fiction, family, love"
ttyl,"young adult, fiction, contemporary, realistic fiction, chick lit, , romance"
I Never,"romance, young adult, contemporary, realistic fiction, , fiction, teen"
Chirp,"middle grade, realistic fiction, mystery, family, fiction, sports, contemporary"
High School,"memoir, non-fiction, lgbt, music, queer, audiobook, biography"
Seven Deadly Shadows,"fantasy, young adult, paranormal, mythology, urban, young adult, fiction"
And She Was,"young adult, lgbt, contemporary, realistic fiction, fiction, romance, teen"
Serendipity: Ten Romantic Tropes Transformed,"romance, young adult, short stories, contemporary, anthology, lgbt, fiction"
So Long and Thanks for All the Fish,"science fiction, fiction, humor, fantasy, comedy, science fiction, audiobook"
Queen of Shadows,"young adult, romance, fantasy, fiction, fae, magic, romance"
Atlas Shrugged,"fiction, classics, philosophy, politics, , science fiction, "
The Pirate,"romance, contemporary, contemporary, fiction, audiobook, suspense, historical"
The Enchantment Emporium,"fantasy, urban, fiction, paranormal, magic, dragons, romance"
Red Glass,"young adult, fiction, realistic fiction, cultural, romance, travel, coming of age"
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),"fiction, historical, romance, historical, adult, , asia"
Maybe Not,"romance, new adult, contemporary, audiobook, novella, fiction, contemporary"
Slightly Single,"chick lit, fiction, romance, adult, contemporary, contemporary, womens"
I Wish You All the Best,"lgbt, young adult, romance, queer, contemporary, fiction, mental health"
Super Human Encyclopedia: Discover the Amazing Things Your Body Can Do,"science, non-fiction, health"
The Kingdom of Little Wounds,"fantasy, historical, young adult, historical, fiction, fairy tales, adult"
Ultraviolet,"young adult, science fiction, paranormal, fantasy, mystery, aliens, romance"
The Deep and Dark Blue,"graphic novel, fantasy, middle grade, lgbt, comic book, queer, young adult"
Five Dark Fates,"fantasy, young adult, young adult, audiobook, fiction, magic, romance"
Names Will Never Hurt Me,"young adult, contemporary, fiction, realistic fiction, teen, high school, social"
Fifty Shades Darker,"romance, fiction, erotica, bdsm, adult, contemporary, contemporary"
The Promised Neverland,"manga, horror, fantasy, graphic novel, mystery, young adult, fiction"
Buried Heart,"fantasy, young adult, young adult, fiction, romance, audiobook, high fantasy"
Stealing Buddha's Dinner: A Memoir,"memoir, non-fiction, food, biography, biography, asia, book club"
All I Need,"young adult, romance, contemporary, realistic fiction, teen, fiction, young adult"
The Dragon's Tooth,"fantasy, fiction, middle grade, young adult, adventure, childrens, mystery"
Brave New World Revisited,"fiction, science fiction, dystopia, classics, , , fantasy"
Life In Prison,"non-fiction, crime, biography, memoir, autobiography, true crime, biography"
The Dark Half,"horror, fiction, thriller, fantasy, supernatural, mystery, audiobook"
The Distance Between Us: A Memoir,"memoir, non-fiction, biography, biography, audiobook, autobiography, family"
Mirage,"fantasy, young adult, science fiction, romance, young adult, fiction, audiobook"
Throne of Glass,"young adult, romance, fiction, magic, fantasy, young adult, high fantasy"
All of Us with Wings,"fantasy, young adult, lgbt, magic, fiction, contemporary, queer"
A Tale of Witchcraft,"fantasy, middle grade, magic, young adult, fiction, audiobook, adventure"
City of Fallen Angels,"fantasy, young adult, romance, paranormal, urban, vampires, fiction"
The Restaurant at the End of the Universe,"science fiction, fiction, humor, fantasy, comedy, classics, audiobook"
Memoirs of a Geisha,"fiction, historical, romance, historical, adult, , asia"
No Country for Old Men,"fiction, thriller, westerns, crime, mystery, , "
Last Man: The Royal Cup,"comic book, graphic novel, fantasy, manga, comic book, young adult, france"
The Things They Carried,"fiction, historical, classics, war, short stories, school, historical"
Nimona,"graphic novel, fantasy, young adult, fiction, queer, lgbt, graphic novel"
The Moon Within,"middle grade, poetry, lgbt, realistic fiction, fiction, queer, contemporary"
The Tale of a Body Thief,"horror, fantasy, vampires, fiction, paranormal, supernatural, urban"
Dead City,"middle grade, fantasy, zombies, young adult, horror, paranormal, fiction"
A Clash of Steel: A Treasure Island Remix,"fantasy, historical, young adult, retellings, lesbian, lgbt, historical"
A Court of Frost and Starlight,"fantasy, romance, romance, fiction, young adult, new adult, fantasy"
Palo Alto: Stories,"short stories, fiction, young adult, contemporary, coming of age, american, adult"
Without Merit,"romance, young adult, contemporary, fiction, new adult, audiobook, mental health"
The Want Monsters: And How They Stopped Ruling My World,"picture books, childrens, fiction"
Things You Shouldn't Say Past Midnight: A Comedy in Three Beds,"plays, audiobook, theatre, drama, humor"
Soulless,"fantasy, steampunk, romance, paranormal, vampires, urban, fiction"
For Real,"young adult, contemporary, romance, chick lit, road trip, fiction, travel"
Two Boys Kissing,"young adult, lgbt, romance, contemporary, fiction, queer, "
Bel Canto,"fiction, contemporary, literary fiction, historical, audiobook, book club, music"
The Less-Than-Hidden Secrets and Final Revelations of Lydia Goldblatt and Julie Graham-Chang,"middle grade, graphic novel, childrens, school, humor, juvenile"
Attack of the Mutant Underwear,"middle grade, humor, audiobook"
November 9,"contemporary, new adult, fiction, audiobook, contemporary, young adult, adult"
Not My Idea: A Book About Whiteness,"picture books, non-fiction, childrens, social, race, anti racist, activism"
There’s a Girl in My Hammerlock,"fiction, young adult, realistic fiction, sports, middle grade, childrens, juvenile"
Perfect Match,"fiction, contemporary, drama, chick lit, adult, adult, mystery"
Hoop City: Detroit,"sports, young adult"
The Wicked King,"fantasy, young adult, romance, enemies to lovers, young adult, fiction, audiobook"
A Volcano Beneath the Snow: John Brown's War Against Slavery,"historical, non-fiction, biography, civil war, american, juvenile, middle grade"
A Measure of Darkness,"mystery, fiction, crime, audiobook, thriller, suspense, mystery"
What I Saw and How I Lied,"young adult, historical, mystery, fiction, historical, romance, teen"
Torment,"young adult, fantasy, romance, angels, paranormal, paranormal, supernatural"
Haunted,"horror, fiction, short stories, contemporary, thriller, dark, adult"
Killer,"young adult, mystery, fiction, contemporary, romance, chick lit, thriller"
The World According to Garp,"fiction, classics, , contemporary, , literary fiction, humor"
The Brief Wondrous Life of Oscar Wao,"fiction, magic, literary fiction, historical, , contemporary, audiobook"
Freak the Mighty,"young adult, realistic fiction, fiction, middle grade, school, childrens, school"
Cress Watercress,"middle grade, fantasy, animals, childrens, fiction, adventure, family"
Woke: A Young Poets Call to Justice,"poetry, picture books, middle grade, social, non-fiction, childrens, "
Unicorns Are the Worst!,"picture books, fantasy, unicorns, childrens, humor, storytime, fiction"
Siege and Storm,"fantasy, young adult, romance, fiction, young adult, magic, high fantasy"
The Apocalypse of Elena Mendoza,"young adult, fantasy, lgbt, science fiction, queer, contemporary, magic"
State of Wonder,"fiction, literary fiction, contemporary, audiobook, book club, adult, mystery"
Black Enough: Stories of Being Young and Black in America,"young adult, short stories, contemporary, anthology, fiction, lgbt, audiobook"
Infinity,"young adult, fantasy, science fiction, dystopia, fiction, paranormal, number"
Firefight,"fantasy, young adult, science fiction, fiction, dystopia, audiobook, urban"
Nothing Can Keep Us Together,"young adult, chick lit, contemporary, fiction, romance, teen, high school"
Knight of the Cape: Definitely Dominguita,"realistic fiction, chapter books, adventure, middle grade, juvenile, fiction, childrens"
Bronxwood,"young adult, realistic fiction, african american, urban, teen, drama, contemporary"
Icy Sparks,"fiction, historical, adult, coming of age, contemporary, , historical"
Life is Funny,"young adult, , realistic fiction, short stories, fiction, contemporary, teen"
Just Mercy,"non-fiction, memoir, social, race, audiobook, politics, historical"
1984,"classics, fiction, science fiction, dystopia, , politics, "
Chlorine Sky,"poetry, young adult, contemporary, fiction, audiobook, realistic fiction, coming of age"
As Good as Dead,"mystery, thriller, young adult, mystery, crime, fiction, audiobook"
Honeymoon,"mystery, fiction, thriller, crime, suspense, mystery, audiobook"
The Princess Present: A Princess Diaries Book,"young adult, romance, fiction, chick lit, contemporary, teen, humor"
The Best American Short Stories 2015,"short stories, fiction, anthology, , collections, contemporary, short stories"
After the Fall,"mystery, mystery, suspense, crime, fiction, thriller"
The Chaos,"young adult, fantasy, science fiction, dystopia, fiction, paranormal, romance"
Living Dead in Dallas,"fantasy, vampires, paranormal, urban, romance, fiction, mystery"
The Lucky List,"romance, lgbt, lesbian, young adult, contemporary, queer, fiction"
It's Always the Husband,"mystery, thriller, fiction, mystery, audiobook, suspense, psychology"
Untamed (AGH),"fantasy, young adult, retellings, romance, magic, fairy tales, audiobook"
One-Punch Man (Series,"comic book, graphic novel, fantasy, manga, humor, fiction, comedy"
Stepsister,"fantasy, young adult, retellings, romance, fairy tales, fiction, audiobook"
Just One Year,"young adult, romance, contemporary, fiction, new adult, travel, realistic fiction"
The Bell Jar,"fiction, feminism, mental health, psychology, , literary fiction, "
What My Mother Doesn't Know,"young adult, poetry, romance, realistic fiction, fiction, contemporary, teen"
Kindred,"historical, fiction, science fiction, fantasy, time travel, classics, historical"
We Know It Was You,"mystery, young adult, mystery, thriller, fiction, contemporary, high school"
Little Fires Everywhere,"fiction, contemporary, audiobook, literary fiction, adult, adult, mystery"
